procedure_name,speciality_classification,cost_inr
Operations of the Duplication of the Intestines - including Exploratory Laparotomy,Abdomen/GI Surgery Procedure,42661.196500000005
Operative Hysteroscopy,Cancer Surgery,24668.5335
Operculectomy- Pericoronal flap excision,Dental Procedure,2006.1515789473683
Oral Cavity Fulguration (Laser),Cancer Surgery,6920.3435
Oral cavity excision-Large lesion Laser.,Cancer Surgery,25135.747222222224
Oral cavity excision-Smnall lesion -Laser.,Cancer Surgery,15706.376500000002
Orbital Abscess incision and Drainage per eye,Ophthalmology Procedure,8487.656500000001
Orbital Angiographical Studies - Bilateral,Ophthalmology Investigation,5010.226842105263
Orbital Exenteration (Paediatric),Cancer Surgery,31085.49
Orbital decompression /with incision or excision biopsy per eye,Ophthalmology Procedure,33442.069
Orbital mass biopsy.,Cancer Surgery,6934.767
Orbital mass excision,Cancer Surgery,25320.8765
Orbitotomy per eye,Ophthalmology Procedure,26162.466
Orchidectomy-Simple,Nephrology And Urology Procedure,25768.80421052632
Orchidopexy - Bilateral -Lap/Endoscopic,Nephrology And Urology Procedure,50779.454
Orchidopexy - Bilateral -Open,Nephrology And Urology Procedure,40843.5415
Orchidopexy - Unilateral -Open,Nephrology And Urology Procedure,33486.138
Orchidopexy - Unilateral- Lap/Endoscopic,Nephrology And Urology Procedure,40423.1835
Oroantral Fistula closure,Dental Procedure,5012.862
Ortho Scanogram,Radiological Investigation,1687.494
Orthoptic check-up- with synoptophore- Both Eyes,Ophthalmology Investigation,199.743
Orthoptic exercises per session,Ophthalmology Physiotherapy,251.594
Osmolality serum,Laboratory Investigation,446.074
Osmolality urine,Laboratory Investigation,453.5068421052631
Osmotic Fragility Test,Laboratory Investigation,295.619
"Osseous, Oste periosteal, or Cartilage graft of the Mandible or Maxilla - autogenous or non-autogenous bone graft",Dental Procedure,2997.8165
Osteoplasty - for Orthognathic deformities/ Mandibular Rami/ Body of Mandible,Dental Procedure,28522.617
Otoplasty,ENT Procedure,32969.651
Ovarian Cystectomy - Laparoscopic.,Obstetrics And Gynaecology Procedure,41026.0595
Ovarian Cystectomy - Laparotomy.,Obstetrics And Gynaecology Procedure,33251.20684210526
Ovarian Mass/Cyst Excision of,Cancer Surgery,25098.531
P ANCA-IFA,Laboratory Investigation,1486.7889473684208
PCR + Sanger Sequencing per Amplicon,Oncology Investigations,850.45
PCR for Herpes simplex,Laboratory Investigation,1403.183
PCR for Human immunodeficiency virus (HIV),Laboratory Investigation,1795.5552631578948
PCR for Tuberculosis (TB),Laboratory Investigation,1199.6861111111111
"PDGFRA (4q12), PDGFRB (5q33), FGFR1 (8p11.2) rearrangement",Oncology Investigations,6039.6720000000005
PDGFRA rearrangement: 4q12,Oncology Investigations,4739.474
PDGFRB rearrangement: 5q33,Oncology Investigations,4699.226000000001
PDL 1,Oncology Investigations,5023.133
PDL-1-28-8 (FDA Approved),Oncology Investigations,7529.806500000001
PFCL Injection Per Eye Including Cost of The Drug,Ophthalmology Procedure,2747.967894736842
PICC Line Removal,Critical Care,996.1131578947368
PICC line (peripherally inserted Central Cannulisation),Critical Care,4998.7085
PIK3CA GENE MUTATION,Oncology Investigations,5425.041
PIK3CA Mutation Testing,Oncology Investigations,5797.714
PLA2 receptor antibody quantitative,Laboratory Investigation,4192.4625
"PML-RARA t(15;17), variants",Oncology Investigations,5261.9935
PRA Screen,Oncology Investigations,2998.3605
PSMA PET CT Scan,Nuclear Medicine Investigation,14865.918421052633
PTH(Parathormone),Laboratory Investigation,1006.6894736842104
PTK- Phototherapeutic keratectomy /PRK for keratoconus per eye,Ophthalmology Procedure,13425.321
PTPRT: Deletion 20q,Oncology Investigations,4709.247
Packed Cell Volume (PCV),Laboratory Investigation,50.388
Paediatric Rehabilitation (per session),Physiotherapy,300.75894736842105
Paediatric cataract surgery +parsplana capsulotomy + anterior vitrectomy excluding the cost of IOL - Both Eyes,Ophthalmology Procedure,23668.970500000003
Paediatric cataract surgery +parsplana capsulotomy + anterior vitrectomy excluding the cost of IOL - one eye,Ophthalmology Procedure,18919.404
Palatopharyngoplasty,ENT Procedure,33377.206
Palliative Bowel Bypass,Cancer Surgery,25232.4155
Pan endoscopy.,Cancer Surgery,15796.285
Pancreas Triple Bypass,Cancer Surgery,25175.313157894736
Pancreas Tumor Enucleation,Cancer Surgery,31794.778
Pancreatectomy Distal,Cancer Surgery,31828.36
Pancreatectomy Subtotal,Cancer Surgery,44931.8585
Pancreatectomy Total,Cancer Surgery,56036.85799999999
Pancreatectomy Whipple's Procedure,Cancer Surgery,56723.68894736843
Pancreatic Fistula Closure,Cancer Surgery,31755.487222222226
Pancreatic Ring Operation,Paediatric Surgery Procedure,49901.4665
Pancreatic sphincterotomy by ERCP,Gastroenterology / Endoscopic Procedures,18983.264000000003
Pancreatic stone extraction by ERCP,Gastroenterology / Endoscopic Procedures,19109.94842105263
Pancreatic stricture dilatation by ERCP,Gastroenterology / Endoscopic Procedures,19032.3155
Pancreaticoduodenctomy,Cancer Surgery,56281.131
Pancreaticoduodenectomy (Whipple's procedure),Abdomen/GI Surgery Procedure,50216.3775
Panel Reactive Antibodies (PRA) class I,Oncology Investigations,3008.6205
Panel Reactive Antibodies (PRA) class II,Oncology Investigations,3081.78
Pap Smear,Laboratory Investigation,397.981
Paracentesis (eye) per eye,Ophthalmology Procedure,5047.867
Paraneoplastic Panel,Laboratory Investigation,9950.393
Paraspinal Tumor Excision,Cancer Surgery,31325.932631578948
Parathyroid Scan,Nuclear Medicine Investigation,7333.1175
Parathyroid excision.,Cancer Surgery,25149.78052631579
Parotidectomy - Superficial,ENT Procedure,33250.005263157895
Parotidectomy - Total,ENT Procedure,41372.43473684211
Parotidectomy with neck dissection.,Cancer Surgery,30980.335
Parotidectomy-Radical/Superficial/ Total.,Cancer Surgery,31469.2305
"Paroxysmal Nocturnal Haemoglobinuria (PNH) Panel- CD55, CD59",Laboratory Investigation,1510.8705555555557
Pars plana lensectomy with/without IOL excluding the cost of IOL per eye,Ophthalmology Procedure,16282.295789473685
Partial Amputation of Pinna,ENT Procedure,13328.748499999998
Partial Amputation of the Penis,Nephrology And Urology Procedure,33212.29
Partial Cystectomy,Nephrology And Urology Procedure,50483.0085
Partial Nephrectomy -open,Nephrology And Urology Procedure,41211.0047368421
Partial Nephrectomy-Laparoscopic/Endoscopic,Nephrology And Urology Procedure,50486.651
Partial Ostectomy / sequestrectomy for removal of non-vital bone,Dental Procedure,2008.0535
Partial Thyroidectomy (lobectomy),ENT Procedure,33211.16
Partial/Subtotal Gastrectomy for Ulcer,Abdomen/GI Surgery Procedure,50663.1
Patent Ductus Arteriosus (PDA)-Device Closure,Cardiovascular And Cardiac Surgery Procedure,105639.984
Pelvi-acetabular fracture -Internal fixation,Orthopaedics Procedure,60064.85
Pelvic Exenteration Total,Cancer Surgery,56783.89578947369
Pelvic Floor Repair(Rectocele +/- Cystocele +/- Enterocele),Obstetrics And Gynaecology Procedure,33335.0565
Pelvic Neuroblastoma Excision,Cancer Surgery,56849.763
Pelvic Posterior Exenteration,Cancer Surgery,56933.878500000006
"Pelvic USG (gynae, infertility, prostate , KUB with post- void residual (PVR) etc ).",Radiological Investigation,500.3295
Penetrating keratoplasty with IOL implantation per eye,Ophthalmology Procedure,33405.77333333334
Penetrating keratoplasty with glaucoma surgery per eye,Ophthalmology Procedure,33367.009473684215
Penetrating keratoplasty with vitrectomy per eye,Ophthalmology Procedure,33195.50578947368
Peneumonectomy Partial/Total,Cancer Surgery,15785.386111111113
Penile Reconstruction,Cancer Surgery,31739.9965
Per Day Ward charges,Ward charges,1512.4795
Percutaneous Drainage of Perinephric Abscess -Ultrasound guided,Nephrology And Urology Procedure,13524.459
Percutaneous Nephrolithotomy (PCNL) - Bilateral,Nephrology And Urology Procedure,59484.16111111111
Percutaneous Nephrolithotomy (PCNL) - Unilateral,Nephrology And Urology Procedure,50380.996
Percutaneous Transhepatic Biliary Drainage (PTBD),Gastroenterology/Interventional Radiology Procedures,19103.7565
Percutaneous Vertebral Biopsy,Cancer Surgery,25498.961
Percutaneous transhepatic cholangiography (PTC),Interventional Radiological Procedure,1795.7485
Perforating injury repair (eye) per eye,Ophthalmology Procedure,12653.516
Perforation of Uterus after D/E Laparotomy & Closure,Obstetrics And Gynaecology Procedure,18821.096
Pericardial Tap,Cancer Surgery,6941.6765
Pericardiectomy,Cancer Surgery,24942.7795
Pericardiectomy,Cardiovascular And Cardiac Surgery Procedure,142675.191
Pericardiocentesis,Cardiovascular And Cardiac Surgery Procedure,10009.0255
Perimetry (Visual Field Testing) -Goldman- Both Eyes,Ophthalmology Investigation,495.4147368421053
Perimetry /Humphrey Visual Field (HVF ) test- Automated- Both Eyes,Ophthalmology Investigation,801.9795
Perineal Urethrostomy,Nephrology And Urology Procedure,32997.9305
Peripheral Angioplasty with Vascular Closure Device (VCD) excluding the cost of Stent,Cardiology Procedure,58024.2295
Peripheral Angioplasty without Vascular Closure Device (VCD) excluding the cost of Stent,Cardiology Procedure,50201.61578947369
Peripheral Nerve Surgery - Major,Neuro-Surgery Procedure,59888.3155
Peripheral Nerve Surgery Minor,Neuro-Surgery Procedure,49622.824
Peripheral Smear Examination,Laboratory Investigation,100.6585
Peritoneal Dialysis,Nephrology And Urology Procedure,3619.717368421053
Peritonsillar abscess Drainage under LA,ENT Procedure,8500.3015
Permanent pacemaker implantation (PPI)- Biventricular excluding the cost of pacemaker,Cardiology Procedure,51786.9625
Permanent pacemaker implantation (PPI)- Single Chamber excluding the cost of Pacemaker,Cardiology Procedure,33475.96631578948
Permanent pacemaker implantation- Dual Chamber excluding the cost of Pacemaker,Cardiology Procedure,44409.668
Permcath Insertion excluding the cost of the catheter,Nephrology And Urology Procedure,8536.5435
Peustow's Procedure,Cancer Surgery,31479.21315789474
Peyronie-s Disease - Plaque excision with grafting,Nephrology And Urology Procedure,33020.079
Ph-like ALL Panel (4 Markers),Oncology Investigations,5319.4835
Ph: t(9;22) karyotyping,Oncology Investigations,3991.380526315789
Phaco with foldable IOL (silicone and acrylic)/PMMA IOL / MICS surgery excluding the cost of IOL per eye,Ophthalmology Procedure,16162.778
Pharyngeactomy-Partial.,Cancer Surgery,25376.4445
Pharyngoplasty,ENT Procedure,40739.16052631579
Phimosis Under LA,General Surgery,5976.617894736843
Phonosurgery,ENT Procedure,25878.39157894737
Phosphorus-32 therapy for metastatic bone pain palliation,Radio-Isotope Therapy,14281.535999999998
Phototherapy per session (up to 6 Hours),Critical Care,401.412
Piles banding,Gastroenterology / Endoscopic Procedures,4986.342631578948
Placement of Intracranial pressure (ICP) Monitor,Neuro-Surgery Procedure,26051.7085
Plaque brachytherapy-intraocular affected eye,Ophthalmology Procedure,19990.0075
Plaque brachytherapy-surface affected eye,Ophthalmology Procedure,14964.695499999998
Plasma Exchange/ Plasmapheresis,Nephrology And Urology Procedure,19028.1475
Plasma Free Normetanephrine,Laboratory Investigation,2272.714
Plasma Metanephrines,Laboratory Investigation,2294.4735
Plasma renin activity,Laboratory Investigation,1589.13
Plaster Jacket,Orthopaedics Procedure,5962.3755
Plaster Work,Orthopaedics Procedure,4972.5455
Plastic Surgery for Facial Paralysis (Support with Reanimation),Burns And Plastic Surgery Procedure,41176.233
Plastic Surgery of Different Regions of the Ear -Major,Burns And Plastic Surgery Procedure,40362.1465
Plastic Surgery of Different Regions of the Ear -Minor,Burns And Plastic Surgery Procedure,33142.482
Plastic Surgery of the Nose - Major,Burns And Plastic Surgery Procedure,41276.9405
Plastic Surgery of the Nose - Minor,Burns And Plastic Surgery Procedure,26133.61578947369
Plate Fixations for Fracture Neck Femur,Orthopaedics Procedure,50385.257
Platelet Concentrate - Single Donor Platelet (SDP)- Apheresis per unit,Blood Component Charges,10909.8365
Platelet Concentrate Test,Laboratory Investigation,992.262
Platelet Concentrate- Random Donor Platelet (RDP),Blood Component Charges,395.27263157894737
Platelet Count,Laboratory Investigation,99.3865
Platelet Function Tests,Laboratory Investigation,1275.5745000000002
Pleoptic exercises per session,Ophthalmology Physiotherapy,250.6335
Pleural Tap,Cancer Surgery,6971.8285000000005
Pleurodesis Talc,Cancer Surgery,15600.45052631579
Ploidy analysis,Oncology Investigations,3960.064210526316
Pneumonectomy,Cancer Surgery,44045.788
Pneupac Ventilator in Nursery (Per day),Critical Care,2588.9378947368423
Polyp removal Nose (Septal polyp),ENT Procedure,8496.21052631579
Polyp removal ear,ENT Procedure,4937.8675
Polyp removal under GA (Larynx),ENT Procedure,9298.648
Polyp removal under LA (Larynx),ENT Procedure,5046.8925
Polysomnography (PSG) / Level I Sleep study including Room Rent and Titration,Neurology Investigation,9029.3985
Popliteal Clearance of Nodes,Cancer Surgery,25390.681
Portal Haemodynamic Studies,Gastroenterology/Interventional Radiology Procedures,8522.8915
Portocaval Anastomosis,Abdomen/GI Surgery Procedure,60186.062
Post Coital Smear Examination,Laboratory Investigation,397.4985
Post-Transplant Collection drainage for Lymphocele (Laparoscopic),Nephrology And Urology Procedure,19054.23421052632
Post-Transplant Collection drainage for Lymphocele (open),Nephrology And Urology Procedure,9139.19052631579
Post-Transplant Collection drainage for Lymphocele (percutaneous),Nephrology And Urology Procedure,13184.761000000002
Posterior Cruciate Ligament (PCL) Reconstruction,Orthopaedics Procedure,72339.00421052631
Posterior Urethral Valve fulguration.,Nephrology And Urology Procedure,33489.3835
Premaxillectomy.,Cancer Surgery,25227.5505
Primary Bone Grafting for Alveolar Cleft in Cleft Lip,Burns And Plastic Surgery Procedure,40848.8045
Probing and Syringing of lacrimal sac- in both eye,Ophthalmology Procedure,1488.438
Probing and Syringing of lacrimal sac- in one eye,Ophthalmology Procedure,1002.9563157894736
Procalcitonin,Laboratory Investigation,2069.932105263158
Progesterone,Laboratory Investigation,394.938
Programmable Ventriculo-Peritoneal (VP) shunt excluding the cost of the Device,Neuro-Surgery Procedure,60079.32526315789
Prolactin,Laboratory Investigation,402.61
Prolapse Rectum - Rectopexy,Abdomen/GI Surgery Procedure,14681.868
Prolapse Rectum - Thiersch Wiring,Abdomen/GI Surgery Procedure,25949.50894736842
Prostate Biopsy,Cancer Surgery,15761.2215
Prostate Specific Antigen (PSA)- Total,Laboratory Investigation,476.3135
Prostate Transurethral Resection of Ureter Resection Anastomosis,Cancer Surgery,44482.4405
Prostate-Specific Antigen (PSA) - Free,Laboratory Investigation,799.4805
Prostatectomy Radical,Cancer Surgery,44272.511666666665
Prosthetic Surgery for urinary incontinence,Nephrology And Urology Procedure,40705.1335
"Protein Creatinine Ratio (PCR), Urine / Albumin Creatinine Ratio (ACR), Urine",Laboratory Investigation,151.6438888888889
Prothrombin Time (PT)/ International normalized ratio (INR),Laboratory Investigation,249.0005
Proximal Femur Nail (PFN) for IT fracture (Intertrochanteric Fractures),Orthopaedics Procedure,49686.01736842105
Pterygium surgery with auto conjunctival graft per eye,Ophthalmology Procedure,13330.0835
Ptosis surgery with Fasanella-Servat procedure /Ptosis surgery with LPS resection one lid Ptosis surgery with Sling surgery one lid,Ophthalmology Procedure,19061.4995
Pull Through Abdominal Resection,Abdomen/GI Surgery Procedure,50270.005
Pulmonary Artery Banding (PA Banding) Septostomy,Cardiovascular And Cardiac Surgery Procedure,144284.535
Pulmonary Function Test (PFT) / (Spirometry with Diffusing Capacity of the Lungs for Carbon monoxide (DLCO),Pulmonology Investigation,500.40263157894736
