sno,procedure_name,speciality,tier,facility,ward,cghs_code,rate
1566,Neostigmine test - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI029,5000.0
1567,Nephrectomy - Partial (TMH - Genitourinary / Gynaecology) (G6S39),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH385,40500.0
1568,Nephrectomy - Radical (TMH - Genitourinary / Gynaecology) (G5S45),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH342,31500.0
1569,Nephrectomy - Radical + IVC Thrombectomy (TMH - Genitourinary / Gynaecology) (G5S31),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH328,31500.0
1570,Nephrectomy Simple -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU010,59850.0
1571,Nephrectomy for - Hydronephrosis,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS030,40850.0
1572,Nephrectomy for -Pyonephrosis,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS029,40850.0
1573,Nephrolithotomy -Laparoscopic/endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU013,50350.0
1574,Nephrolithotomy -open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU012,40850.0
1575,Nephrostomy -Lap/Endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU132,33250.0
1576,Nephrostomy -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU131,33250.0
1577,Nephroureterectomy (TMH - Genitourinary / Gynaecology) (G5S46),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH343,31500.0
1578,Nephroureterectomy open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU029,50350.0
1579,Nerve Biopsy,Neuro-Surgery Biopsy,TIER I,NABH,GENERAL WARD,NS003,19000.0
1580,Nerve Repair with Grafting,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR055,59850.0
1581,"Nerve conduction velocity (NCV), -two or more limbs",Neurology Investigation,TIER I,NABH,GENERAL WARD,NI003,1500.0
1582,Neuro Rehabilitation Advanced (per session),Physiotherapy,TIER I,NABH,GENERAL WARD,PT012,800.0
1583,Neurolysis/Nerve repair,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR054,40850.0
1584,New Battery (Implantable Pulse Generator),Neuro-Surgery,TIER I,NABH,GENERAL WARD,IMNS16,549450.0
1585,Next Generation sequencing assay for Minimal residual disease(MRD) for NPM mutated AML,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA121,27000.0
1586,Next generation RNA sequencing assay for Chimeric Trancript in Hematolymphod malignancies,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA120,17000.0
1587,Night Guard,Dental Procedure,TIER I,NABH,GENERAL WARD,DP058,2000.0
1588,Nitinol/Other Bare metal - Non Coronary Vascular Stents,Cardiology,TIER I,NABH,GENERAL WARD,IMCP06,25000.0
1589,Node Biopsy (TMH - Head & Neck) (G1S7),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH007,4500.0
1590,Non Contact tonometry (NCT) - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI017,150.0
1591,Non Stress Test,Obstetrics Investigation,TIER I,NABH,GENERAL WARD,OG001,1500.0
1592,Non invasive Ventilator charges (Per day)( inclusive of associated disposables),Critical Care,TIER I,NABH,GENERAL WARD,CC004,600.0
1593,Non-descent Vaginal Hysterectomy (NDVH) with or without BSO,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG027,40850.0
1594,Nonresectable Esophageal Ca. Exploration (TMH - Thoracic & Paediatric) (G2S30),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH058,11250.0
1595,"Normal Delivery of High Risk Pregnancy(Preeclampsia/Eclampsia/ GDM/Cardiac/Vascular/Renal/Pulmonary/Twin Pregnancy/RA/SLE/IVF Conception/Severe Anaemia,)",Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG003,40850.0
1596,Normal delivery with or without Episiotomy & P.repair/ forceps delivery /Vacuum delivery/assisted breech delivery including Routine New Born Care,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG002,33250.0
1597,OAE (Otoacoustic Emission Test),ENT Investigation,TIER I,NABH,GENERAL WARD,EI008,1260.0
1598,OCT (Optical Coherence Tomography) /Ocular OCT Angiography - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI015,2100.0
1599,Obturator Prosthesis - Surgical/Definitive/Modification,Dental Procedure,TIER I,NABH,GENERAL WARD,DP079,5000.0
1600,Occlusion Analysis/Adjustment/Occlusal Equilibration,Dental Procedure,TIER I,NABH,GENERAL WARD,DP055,500.0
1601,Occupational Therapy per session of at least 40 minutes,Behavioural therapy,TIER I,NABH,GENERAL WARD,BT002,400.0
1602,Odontoplasty /Enameloplasty,Dental Procedure,TIER I,NABH,GENERAL WARD,DP048,500.0
1603,Oesophageal Intubation (Mousseau Barbin Tube),Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG004,26125.0
1604,Oesophageal Manometry,Gastroenterology /,TIER,NABH,GENERAL,GI009,9200.0
1605,Oesophageal Stricture dilatation,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG005,9200.0
1606,Oesophageal pH metry,Gastroenterology /,TIER,NABH,GENERAL,GI008,8740.0
1607,Oesophageal stenting excluding the cost of stent,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG008,13400.0
1608,Oesophagoscopy with foreign body removal from Oesophagus,ENT Procedure,TIER I,NABH,GENERAL WARD,EP054,13400.0
1609,Oligoclonal bands (OCBs),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB210,2250.0
1610,Omphalocele 1st Stage (Hernia Repair),Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS006,33250.0
1611,Omphalocele 2nd Stage (Hernia Repair),Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS007,33250.0
1612,Omphalomesenteric Cyst Excision,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS004,40850.0
1613,Omphalomesenteric Duct- Excision,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS005,40850.0
1614,One Sided (single Lumen) Femoral Catheterization for Haemodialysis,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU110,4000.0
1615,Open Biopsy of Vertebra (TMH - Bone & Soft Tissue) (G3S61),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH138,18000.0
1616,Open Drainage of Perinephric Abscess,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU022,33250.0
1617,Open Reduction & Internal Fixation (ORIF) of Fingers & Toes,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR039,19000.0
1618,Open Reduction & Internal Fixation (ORIF) of Fracture Dislocation,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR053,40850.0
1619,Open Reduction of Dislocations,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR052,33250.0
1620,Open Reduction of Fracture Neck Femur Muscle Pedicle Graft and Internal Fixations,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR050,50350.0
1621,Open Reduction of fracture of Long Bones of Upper / Lower Limb - Nailing & External Fixation,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR040,40850.0
1622,Open Reduction of fracture of Long Bones of Upper /Lower Limb -AO Procedures,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR041,40850.0
1623,Open Retropubic Prostatectomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU058,40850.0
1624,Open Suprapubic Prostatectomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU057,40850.0
1625,Operation for Bleeding Peptic Ulcer,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG013,40850.0
1626,Operation for Cervical Rib,ENT Procedure,TIER I,NABH,GENERAL WARD,EP068,33250.0
1627,Operation for Gastrojejunal Ulcer,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG014,40850.0
1628,Operation for Hydatid Cyst of Liver,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG041,28215.0
1629,"Operation for Intestinal Obstruction including resection , anastomosis, Adhesiolysis",Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG053,50350.0
1630,"Operation for Intestinal perforation including resection, anastomosis , Adhesiolysis",Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG054,50350.0
1631,Operation for Torsion of Testis,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU089,26125.0
1632,Operation of Choledochal Cyst,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS028,50350.0
1633,Operation on Adrenal Glands - Bilateral,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG043,59850.0
1634,Operation on Adrenal Glands - Unilateral,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG044,40850.0
1635,Operations for Benign Tumours of Small Intestine,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG055,50350.0
1636,Operations for Brachial Plexus & Cervical Rib,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR069,72200.0
1637,Operations for Crippled Hypospadias,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU080,40850.0
1638,Operations for Cyst of the Kidney -open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU025,40850.0
1639,Operations for Cyst of the Kidney Lap/endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU026,50350.0
1640,Operations for Epispadias -primary repair,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU081,40850.0
1641,Operations for Epispadias-crippled epispadias,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU082,50350.0
1642,Operations for Exstrophy of the Bladder- Multistage repair,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU050,40850.0
1643,Operations for Exstrophy of the Bladder- Single stage repair,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU049,40850.0
1644,Operations for Exstrophy of the Bladder- simple cystectomy with urinary diversion,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU051,59850.0
1645,Operations for GI Bleed Abdomen/GI Surgery Procedure,,TIER I,NABH,GENERAL WARD,AG057,50350.0
1646,Operations for Haemorrhage of Small Intestines,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG058,50350.0
1647,Operations for Hydrocele - Bilateral,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU088,33250.0
1648,Operations for Hydrocele - Unilateral,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU087,26125.0
1649,Operations for Hydronephrosis -pyeloplasty Lap/endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU017,59850.0
1650,Operations for Hydronephrosis -pyeloplasty open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU016,50350.0
1651,Operations for Hydronephrosis Endopyelotomy antegrade,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU018,40850.0
1652,Operations for Hydronephrosis Endopyelotomy retrograde,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU019,40850.0
1653,Operations for Hydronephrosis ureterocalicostomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU020,40850.0
1654,Operations for Hydronephrosis-Ileal ureter,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU021,50350.0
1655,Operations for Hypospadias + Chordee Correction,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU077,33250.0
1656,Operations for Hypospadias - One Stage Repair,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU079,40850.0
1657,Operations for Hypospadias - Second Stage,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU078,40850.0
1658,Operations for Incontinence of Urine - Female -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU070,40850.0
1659,Operations for Incontinence of Urine - Female-Bulking agent,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU072,40850.0
1660,Operations for Incontinence of Urine - Female-Sling,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU071,50350.0
1661,Operations for Incontinence of Urine - Male -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU067,40850.0
1662,Operations for Incontinence of Urine - Male -Sling,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU068,50350.0
1663,Operations for Incontinence of Urine - Male-Bulking agent,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU069,40850.0
1664,Operations for Injuries of the Bladder,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU042,40850.0
1665,Operations for Recurrent Intestinal Obstruction (Noble Plication & Other Operations for Adhesions),Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG060,50350.0
1666,Operations for Replacement of Oesophagus by Colon / Colon-Inter position or Replacement of Oesophagus,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG002,50350.0
1667,Operations for Sigmoid Diverticulitis,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG071,40850.0
1668,Operations for Ureter -for Ectopia of Single Ureter,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU031,40850.0
1669,Operations for Ureter for -Double Ureters,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU030,50350.0
1670,Operations for Varicocele Bilateral --Microsurgical,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU093,40850.0
1671,Operations for Varicocele Palomo-s Bilateral - Laparoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU094,40850.0
1672,Operations for Varicocele Palomo-s Unilateral -Laparoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU092,33250.0
1673,Operations for Varicocele Unilateral Microsurgical,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU091,33250.0
1674,Operations for Vesicoureteral Reflux (VUR) -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU032,40850.0
1675,Operations for Vesicoureteral Reflux (VUR)-Lap/Endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU033,50350.0
1676,Operations for Vesicoureteral Reflux (VUR)/ Urinary incontinence with bulking agents,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU034,40850.0
1677,Operations for Volvulus of Large Bowel,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG070,50350.0
1678,Operations of the Duplication of the Intestines - including Exploratory Laparotomy,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG059,42845.0
1679,Operative Hysteroscopy (TMH - Genitourinary / Gynaecology) (G3S108),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH185,18000.0
1680,Operculectomy- Pericoronal flap excision,Dental Procedure,TIER I,NABH,GENERAL WARD,DP015,2000.0
1681,Oral Cavity Fulguration (Laser) (TMH - Head & Neck) (G1S8),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH008,4500.0
1682,Oral cavity excision-Large lesion Laser (TMH - Head & Neck) (G3S29),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH106,18000.0
1683,Oral cavity excision-Small lesion -Laser (TMH - Head & Neck) (G2S14),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH042,11250.0
1684,Orbital Abscess incision and Drainage per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP112,8500.0
1685,Orbital Angiographical Studies - Bilateral,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI028,5000.0
1686,Orbital Exenteration (Paediatric) (TMH - Thoracic & Paediatric) (G4S77),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH276,22500.0
1687,Orbital Mass Biopsy (TMH - Head & Neck) (G1S9),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH009,4500.0
1688,Orbital decompression /with incision or excision biopsy per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP058,33250.0
1689,Orbital mass excision (TMH - Head & Neck) (G3S11),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH088,18000.0
1690,Orbitotomy per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP052,26125.0
1691,Orchidectomy-Simple,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU085,26125.0
1692,Orchidopexy - Bilateral -Lap/Endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU141,50350.0
1693,Orchidopexy - Bilateral -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU140,40850.0
1694,Orchidopexy - Unilateral -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU138,33250.0
1695,Orchidopexy - Unilateral- Lap/Endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU139,40850.0
1696,Oroantral Fistula closure,Dental Procedure,TIER I,NABH,GENERAL WARD,DP089,5000.0
1697,Ortho Scanogram,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI056,1690.0
1698,Orthoptic check-up- with synoptophore- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI003,200.0
1699,Orthoptic exercises per session,Ophthalmology Physiotherapy,TIER I,NABH,GENERAL WARD,OP144,250.0
1700,Osmolality serum,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB226,450.0
1701,Osmolality urine,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB225,450.0
1702,Osmotic Fragility Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB021,300.0
1703,"Osseous, Oste periosteal, or Cartilage graft of the Mandible or Maxilla - autogenous or non-autogenous bone graft",Dental Procedure,TIER I,NABH,GENERAL WARD,DP090,3000.0
1704,Osteoplasty - for Orthognathic deformities/ Mandibular Rami/ Body of Mandible,Dental Procedure,TIER I,NABH,GENERAL WARD,DP091,28500.0
1705,Otoplasty,ENT Procedure,TIER I,NABH,GENERAL WARD,EP013,33250.0
1706,Ovarian Cystectomy - Laparoscopic.,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG010,40850.0
1707,Ovarian Cystectomy - Laparotomy.,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG011,33250.0
1708,P ANCA-IFA,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB252,1500.0
1709,PCR + Sanger Sequencing per Amplicon,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA128,850.0
1710,PCR for Herpes simplex,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB202,1400.0
1711,PCR for Human immunodeficiency virus (HIV),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB188,1800.0
1712,PCR for Tuberculosis (TB),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB187,1200.0
1713,"PDGFRA (4q12), PDGFRB (5q33), FGFR1 (8p11.2) rearrangement",Oncology Investigations,TIER I,NABH,GENERAL WARD,CA129,6095.0
1714,PDGFRA rearrangement: 4q12,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA130,4690.0
1715,PDGFRB rearrangement: 5q33,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA131,4690.0
1716,PDL 1,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA132,5000.0
1717,PDL-1-28-8 (FDA Approved),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA133,7500.0
1718,PFCL Injection Per Eye Including Cost of The Drug,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP133,2730.0
1719,PICC Line Removal,Critical Care,TIER I,NABH,GENERAL WARD,CC013,1000.0
1720,PICC line (peripherally inserted Central Cannulisation),Critical Care,TIER I,NABH,GENERAL WARD,CC011,5000.0
1721,PIK3CA GENE MUTATION,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA136,5400.0
1722,PIK3CA Mutation Testing,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA137,5700.0
1723,PLA2 receptor antibody quantitative,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB277,4200.0
1724,"PML-RARA t(15;17), variants",Oncology Investigations,TIER I,NABH,GENERAL WARD,CA139,5235.0
1725,PMMA IOL,Ophthalmology,TIER I,NABH,GENERAL WARD,IMOP07,500.0
1726,PRA Screen,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA140,3000.0
1727,PSMA PET CT Scan,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM020,15000.0
1728,PTH(Parathormone),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB166,1000.0
1729,PTK- Phototherapeutic keratectomy /PRK for keratoconus per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP085,13400.0
1730,PTPRT: Deletion 20q Oncology Investigations,,TIER I,NABH,GENERAL WARD,CA141,4690.0
1731,Packed Cell Volume (PCV),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB016,50.0
1732,Paediatric Rehabilitation (per session),Physiotherapy,TIER I,NABH,GENERAL WARD,PT013,300.0
1733,Paediatric cataract surgery +parsplana capsulotomy + anterior vitrectomy excluding the cost of IOL - Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP105,23750.0
1734,Paediatric cataract surgery +parsplana capsulotomy + anterior vitrectomy excluding the cost of IOL - one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP104,19000.0
1735,Palatopharyngoplasty,ENT Procedure,TIER I,NABH,GENERAL WARD,EP050,33250.0
1736,Palliative Bowel Bypass (TMH - Thoracic & Paediatric) (G3S88),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH165,18000.0
1737,Pancreas Triple Bypass (TMH - G.I. Surgery) (G3S46),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH123,18000.0
1738,Pancreas Tumor Enucleation (TMH - G.I. Surgery) (G4S39),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH238,22500.0
1739,Pancreatectomy - Distal (TMH - G.I. Surgery) (G4S40),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH239,22500.0
1740,Pancreatectomy - Total (TMH - G.I. Surgery) (G6S14),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH361,40500.0
